180754179,AM120,18032184,Medical Incident,03/16/2018,03/16/2018,Code 2 Transport,03/17/2018 12:20:43 AM,0 Block of HARRIET ST,San Francisco,94103,B03,01,2252,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,3,6,South of Market,"(37.7787390529698, -122.40687155130466)",180754179-AM120,4.016667
180754214,E07,18032186,Alarms,03/16/2018,03/16/2018,Fire,03/16/2018 11:38:05 PM,1000 Block of VALENCIA ST,San Francisco,94110,B06,07,5456,3,3,3,true,Alarm,1,ENGINE,1,6,9,Mission,"(37.75650605958537, -122.4210103575246)",180754214-E07,1.7
180754235,E03,18032189,Structure Fire,03/16/2018,03/16/2018,Fire,03/16/2018 11:46:41 PM,MASON ST/MARKET ST,San Francisco,94103,B03,01,1365,3,3,3,true,Alarm,1,ENGINE,2,3,6,South of Market,"(37.783287852029645, -122.40895216005157)",180754235-E03,1.85
180762127,T03,18032445,Structure Fire,03/17/2018,03/17/2018,Fire,03/17/2018 03:25:31 PM,POLK ST/PINE ST,San Francisco,94109,B04,41,3122,3,3,3,false,Alarm,1,TRUCK,3,4,3,Nob Hill,"(37.78962043628016, -122.42049344437503)",180762127-T03,0.8833333
182710137,E35,18113511,Structure Fire,09/28/2018,09/27/2018,Fire,09/28/2018 01:11:37 AM,BATTERY ST/PINE ST,San Francisco,94111,B01,13,1167,3,3,3,true,Alarm,1,ENGINE,2,1,3,Financial District/South Beach,"(37.79225794718346, -122.39976335520134)",182710137-E35,1.8833333
180811125,E05,18034413,Outside Fire,03/22/2018,03/22/2018,Fire,03/22/2018 10:01:03 AM,500 Block of CASTRO ST,San Francisco,94114,B06,06,5437,3,3,3,false,Fire,1,ENGINE,1,6,8,Castro/Upper Market,"(37.7600850560594, -122.43499619309367)",180811125-E05,3.05
182710335,86,18113533,Medical Incident,09/28/2018,09/27/2018,Code 2 Transport,09/28/2018 04:50:12 AM,LEAVENWORTH ST/TURK ST,San Francisco,94102,B02,03,1546,E,E,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.78279444421491, -122.41405376565793)",182710335-86,1.05
171790009,71,17075545,Medical Incident,06/28/2017,06/27/2017,Code 2 Transport,06/28/2017 01:10:56 AM,600 Block of POLK ST,San Francisco,94102,B02,03,3114,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,6,Tenderloin,"(37.7826440356884, -122.419019157242)",171790009-71,3.6333334
171790161,95,17075561,Medical Incident,06/28/2017,06/27/2017,Code 2 Transport,06/28/2017 03:06:22 AM,1600 Block of MARKET ST,San Francisco,94103,B02,36,5115,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Mission,"(37.7732180675925, -122.421522300696)",171790161-95,1.7833333
171790357,B01,17075586,Alarms,06/28/2017,06/27/2017,Fire,06/28/2017 05:22:56 AM,600 Block of CALIFORNIA ST,San Francisco,94108,B01,13,1314,3,3,3,false,Alarm,1,CHIEF,2,1,3,Chinatown,"(37.792616896353, -122.40504699065)",171790357-B01,3.35
171790357,T13,17075586,Alarms,06/28/2017,06/27/2017,Fire,06/28/2017 05:22:56 AM,600 Block of CALIFORNIA ST,San Francisco,94108,B01,13,1314,3,3,3,false,Alarm,1,TRUCK,3,1,3,Chinatown,"(37.792616896353, -122.40504699065)",171790357-T13,3.7
171790367,E18,17075587,Medical Incident,06/28/2017,06/27/2017,Code 2 Transport,06/28/2017 05:58:43 AM,2600 Block of JUDAH ST,San Francisco,94122,B08,18,7541,2,2,2,true,Non Life-threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7611653096685, -122.490391943862)",171790367-E18,6.6
171790438,B01,17075598,Structure Fire,06/28/2017,06/27/2017,Fire,06/28/2017 06:44:23 AM,400 Block of SANSOME ST,San Francisco,94111,B01,13,1166,3,3,3,false,Alarm,1,CHIEF,1,1,3,Chinatown,"(37.7946244346899, -122.401514024657)",171790438-B01,2.9
171790463,B03,17075600,Medical Incident,06/28/2017,06/27/2017,Patient Declined Transport,06/28/2017 06:52:45 AM,BRYANT ST/4TH ST,San Francisco,94107,B03,08,2217,2,2,2,false,Non Life-threatening,1,CHIEF,4,3,6,South of Market,"(37.7795669099357, -122.398059940086)",171790463-B03,3.8666666
171790463,RC1,17075600,Medical Incident,06/28/2017,06/27/2017,Patient Declined Transport,06/28/2017 06:52:13 AM,BRYANT ST/4TH ST,San Francisco,94107,B03,08,2217,2,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,5,3,6,South of Market,"(37.7795669099357, -122.398059940086)",171790463-RC1,2.8833334
171790465,55,17075601,Medical Incident,06/28/2017,06/27/2017,Cancelled,06/28/2017 06:53:29 AM,400 Block of BATTERY ST,San Francisco,94111,B01,13,1161,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Chinatown,"(37.7952225729948, -122.400439442308)",171790465-55,0.95
171790682,E32,17075621,Medical Incident,06/28/2017,06/28/2017,No Merit,06/28/2017 08:18:34 AM,VALENCIA ST/CESAR CHAVEZ ST,San Francisco,94110,B06,11,5612,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,6,9,Mission,"(37.7481252844229, -122.420278831044)",171790682-E32,3.5333333
171790772,E17,17075627,Medical Incident,06/28/2017,06/28/2017,Code 2 Transport,06/28/2017 09:05:20 AM,0 Block of ROSIE LEE LN,San Francisco,94124,B10,17,6643,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7319309424519, -122.380071028928)",171790772-E17,4.8166666
171790795,60,17075628,Medical Incident,06/28/2017,06/28/2017,Patient Declined Transport,06/28/2017 09:16:39 AM,0 Block of 6TH ST,San Francisco,94103,B02,01,2248,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7815374331217, -122.409518341416)",171790795-60,2.6666667
171791376,T11,17075668,Traffic Collision,06/28/2017,06/28/2017,Code 2 Transport,06/28/2017 11:20:55 AM,700 Block of LISBON ST,San Francisco,94112,B09,43,6125,3,3,3,false,Potentially Life-Threatening,1,TRUCK,4,9,11,Excelsior,"(37.7168561288904, -122.437575976625)",171791376-T11,3.0833333
171791426,E15,17075671,Structure Fire,06/28/2017,06/28/2017,Fire,06/28/2017 11:23:46 AM,PAULDING ST/ARAGO ST,San Francisco,94112,B09,15,8223,3,3,3,true,Alarm,1,ENGINE,1,9,11,Outer Mission,"(37.7281332960669, -122.442720556301)",171791426-E15,0.8
171791444,E02,17075672,Medical Incident,06/28/2017,06/28/2017,Code 2 Transport,06/28/2017 11:37:40 AM,600 Block of STOCKTON ST,San Francisco,94108,B01,02,1325,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7917834962828, -122.407352629091)",171791444-E02,1.9333333
171791503,64,17075679,Medical Incident,06/28/2017,06/28/2017,Code 2 Transport,06/28/2017 01:24:56 PM,900 Block of WOOLSEY ST,San Francisco,94134,B09,42,6344,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,9,9,Portola,"(37.7229919592258, -122.410970934674)",171791503-64,2.4666667
171791731,T17,17075693,Structure Fire,06/28/2017,06/28/2017,Fire,06/28/2017 12:43:59 PM,0 Block of CAMERON WAY,San Francisco,94124,B10,17,6573,3,3,3,false,Alarm,1,TRUCK,5,10,10,Bayview Hunters Point,"(37.7202829536688, -122.3858679491)",171791731-T17,4.85
171792302,E44,17075754,Medical Incident,06/28/2017,06/28/2017,Code 2 Transport,06/28/2017 03:20:06 PM,0 Block of WHEAT ST,San Francisco,94124,B10,44,6323,3,2,2,true,Non Life-threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7230241621921, -122.400161367614)",171792302-E44,2.8
171792530,T02,17075764,Alarms,06/28/2017,06/28/2017,Fire,06/28/2017 04:06:45 PM,200 Block of JEFFERSON ST,San Francisco,94133,B01,28,1521,3,3,3,true,Alarm,1,TRUCK,3,1,3,North Beach,"(37.8080594050547, -122.41661365069)",171792530-T02,3.55
171792622,E31,17075776,Alarms,06/28/2017,06/28/2017,Fire,06/28/2017 04:26:19 PM,200 Block of 16TH AVE,San Francisco,94118,B07,31,7162,3,3,3,true,Alarm,1,ENGINE,1,7,1,Outer Richmond,"(37.7833915212194, -122.475234084199)",171792622-E31,4.7
171792681,E03,17075779,Medical Incident,06/28/2017,06/28/2017,Code 2 Transport,06/28/2017 04:49:06 PM,300 Block of ELLIS ST,San Francisco,94102,B03,03,1461,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Tenderloin,"(37.7850246606887, -122.411971890566)",171792681-E03,1.6333333
171792816,77,17075784,Medical Incident,06/28/2017,06/28/2017,Code 2 Transport,06/28/2017 06:25:16 PM,500 Block of ALVARADO ST,San Francisco,94114,B06,24,5466,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,8,Noe Valley,"(37.7538112613871, -122.433213686451)",171792816-77,2.7833333
171793056,T03,17075810,Other,06/28/2017,06/28/2017,Fire,06/28/2017 06:06:48 PM,FRANKLIN ST/SUTTER ST,San Francisco,94109,B04,03,3223,B,3,3,false,Alarm,1,TRUCK,1,4,2,Western Addition,"(37.7873391634884, -122.423403594343)",171793056-T03,1.2166667
171793163,AM12,17075818,Medical Incident,06/28/2017,06/28/2017,Code 2 Transport,06/28/2017 07:55:59 PM,200 Block of HYDE ST,San Francisco,94102,B02,03,1554,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,Tenderloin,"(37.7830590618212, -122.41571987823)",171793163-AM12,3.6833334
171793264,E18,17075823,Medical Incident,06/28/2017,06/28/2017,Code 2 Transport,06/28/2017 07:00:15 PM,2500 Block of 37TH AV,San Francisco,94116,B08,18,7613,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,8,4,Sunset/Parkside,"(37.7393997166818, -122.494854195475)",171793264-E18,6.0
171793276,E33,17075827,Alarms,06/28/2017,06/28/2017,Fire,06/28/2017 07:01:32 PM,0 Block of CHUMASERO DR,San Francisco,94132,B08,33,8422,3,3,3,true,Alarm,1,ENGINE,1,8,7,Lakeshore,"(37.713317784448, -122.472875861339)",171793276-E33,4.1
171793516,E51,17075843,Medical Incident,06/28/2017,06/28/2017,Patient Declined Transport,06/28/2017 08:00:28 PM,900 Block of MASON ST,Presidio,94108,B99,51,4613,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,1,3,Nob Hill,"(37.7923069821581, -122.410843810017)",171793516-E51,3.45
171793900,73,17075875,Medical Incident,06/28/2017,06/28/2017,Code 2 Transport,06/28/2017 11:08:49 PM,5TH AV/BALBOA ST,San Francisco,94118,B07,31,7123,B,3,3,true,Potentially Life-Threatening,1,MEDIC,3,7,1,Inner Richmond,"(37.7772827340962, -122.462940787882)",171793900-73,6.7166667
180811303,D2,18034432,Structure Fire,03/22/2018,03/22/2018,Fire,03/22/2018 11:03:02 AM,400 Block of 43RD AVE,San Francisco,94121,B07,34,7265,3,3,3,false,Alarm,1,CHIEF,9,7,1,Outer Richmond,"(37.780412625131675, -122.50417771263342)",180811303-D2,3.0166667
182722735,E07,18114143,Medical Incident,09/29/2018,09/29/2018,Code 2 Transport,09/29/2018 05:36:32 PM,1900 Block of MISSION ST,San Francisco,94103,B02,07,5236,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,9,Mission,"(37.765858282603524, -122.41981609264437)",182722735-E07,1.7833333
180813859,E22,18034694,Outside Fire,03/22/2018,03/22/2018,Fire,03/22/2018 10:06:58 PM,25TH AV/IRVING ST,San Francisco,94122,B08,22,7452,3,3,3,false,Fire,1,ENGINE,1,8,4,Sunset/Parkside,"(37.76327863018063, -122.48355355644561)",180813859-E22,1.0
180811425,79,18034441,Medical Incident,03/22/2018,03/22/2018,Code 2 Transport,03/22/2018 12:20:15 PM,1300 Block of POLK ST,San Francisco,94109,B04,41,3122,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,3,Nob Hill,"(37.78894078295703, -122.4202857293678)",180811425-79,3.1833334
180760060,T19,18032193,Alarms,03/17/2018,03/16/2018,Fire,03/17/2018 12:37:12 AM,300 Block of FONT BLVD,San Francisco,94132,B08,19,8424,3,3,3,false,Alarm,1,TRUCK,3,8,7,Lakeshore,"(37.71709928398154, -122.47674428365801)",180760060-T19,5.9166665
180760149,68,18032202,Medical Incident,03/17/2018,03/16/2018,Code 2 Transport,03/17/2018 02:27:44 AM,DAVIS ST/PINE ST,San Francisco,94105,B01,13,1134,A,2,2,true,Non Life-threatening,1,MEDIC,1,1,6,Financial District/South Beach,"(37.79240552060416, -122.39738344706635)",180760149-68,2.1333334
180760220,84,18032212,Medical Incident,03/17/2018,03/16/2018,Code 2 Transport,03/17/2018 02:49:22 AM,500 Block of NATOMA ST,San Francisco,94103,B03,01,2314,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.778815742642664, -122.40932521049572)",180760220-84,1.7833333
180760315,E38,18032231,Medical Incident,03/17/2018,03/16/2018,Code 2 Transport,03/17/2018 02:37:34 AM,AUSTIN ST/VAN NESS AV,San Francisco,94109,B04,41,3122,A,3,3,true,Non Life-threatening,1,ENGINE,2,4,2,Western Addition,"(37.78894262336668, -122.4221453796304)",180760315-E38,4.633333
180760451,E03,18032253,Medical Incident,03/17/2018,03/16/2018,Code 2 Transport,03/17/2018 04:34:02 AM,300 Block of LEAVENWORTH ST,San Francisco,94109,B02,03,1545,2,2,2,true,Non Life-threatening,1,ENGINE,2,2,6,Tenderloin,"(37.78418176298096, -122.41440422069552)",180760451-E03,4.9333334
180760464,60,18032256,Medical Incident,03/17/2018,03/16/2018,Patient Declined Transport,03/17/2018 05:19:55 AM,900 Block of GEARY ST,San Francisco,94109,B04,03,3116,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,6,Tenderloin,"(37.78605121913022, -122.41892427832533)",180760464-60,1.6333333
180760516,E13,18032266,Outside Fire,03/17/2018,03/16/2018,Fire,03/17/2018 05:47:01 AM,MARKET ST/1ST ST,San Francisco,94105,B01,13,1163,3,3,3,true,Fire,1,ENGINE,1,1,6,Financial District/South Beach,"(37.7910166481298, -122.39914859813334)",180760516-E13,3.7333333
180760748,60,18032297,Medical Incident,03/17/2018,03/17/2018,Patient Declined Transport,03/17/2018 08:34:44 AM,300 Block of POWELL ST,San Francisco,94102,B01,02,1362,A,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Tenderloin,"(37.78781815577055, -122.40838259859991)",180760748-60,0.25
180760841,88,18032306,Medical Incident,03/17/2018,03/17/2018,Code 2 Transport,03/17/2018 10:17:01 AM,700 Block of FULTON ST,San Francisco,94102,B05,05,3521,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,5,Hayes Valley,"(37.77806970976203, -122.42823437124446)",180760841-88,2.6166666
180761024,61,18032328,Medical Incident,03/17/2018,03/17/2018,Code 2 Transport,03/17/2018 11:34:22 AM,MARKET ST/5TH ST,San Francisco,94103,B03,01,1364,2,2,2,true,Non Life-threatening,1,MEDIC,2,3,6,South of Market,"(37.783991485761376, -122.4080665478042)",180761024-61,2.7166667
180761055,KM02,18032333,Medical Incident,03/17/2018,03/17/2018,Code 3 Transport,03/17/2018 11:56:42 AM,400 Block of MINNA ST,San Francisco,94103,B03,01,2251,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,South of Market,"(37.78106889187813, -122.40738717209818)",180761055-KM02,7.7
180761283,E09,18032362,Gas Leak (Natural and LP Gases),03/17/2018,03/17/2018,Fire,03/17/2018 12:06:55 PM,100 Block of BREWSTER ST,San Francisco,94110,B06,09,5674,3,3,3,true,Alarm,1,ENGINE,1,6,9,Bernal Heights,"(37.743373633365685, -122.4075199510772)",180761283-E09,2.45
180761966,62,18032423,Medical Incident,03/17/2018,03/17/2018,SFPD,03/17/2018 02:51:40 PM,100 Block of NAUTILUS CT,San Francisco,94124,B10,17,6665,B,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.728115531491156, -122.37270892225584)",180761966-62,1.0666667
180761970,E02,18032424,Structure Fire,03/17/2018,03/17/2018,Fire,03/17/2018 02:48:32 PM,KEARNY ST/SACRAMENTO ST,San Francisco,94104,B01,13,1244,3,3,3,true,Alarm,1,ENGINE,2,1,3,Chinatown,"(37.793565084145364, -122.40461342240806)",180761970-E02,1.05
180762033,63,18032434,Medical Incident,03/17/2018,03/17/2018,Code 3 Transport,03/17/2018 04:01:49 PM,2700 Block of PINE ST,San Francisco,94115,B04,10,4156,2,2,2,true,Non Life-threatening,1,MEDIC,2,4,2,Pacific Heights,"(37.78695216306006, -122.4410718228005)",180762033-63,3.35
180762042,KM13,18032436,Medical Incident,03/17/2018,03/17/2018,Code 2 Transport,03/17/2018 04:32:35 PM,800 Block of MARKET ST,San Francisco,94102,B03,01,2209,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,3,Tenderloin,"(37.78434553646269, -122.40778514612064)",180762042-KM13,3.6166666
180762307,E17,18032471,Citizen Assist / Service Call,03/17/2018,03/17/2018,Fire,03/17/2018 04:42:42 PM,0 Block of ROSIE LEE LN,San Francisco,94124,B10,17,6643,3,3,3,true,Alarm,1,ENGINE,2,10,10,Bayview Hunters Point,"(37.73202812939554, -122.38000654560643)",180762307-E17,17.55
180762854,E12,18032527,Traffic Collision,03/17/2018,03/17/2018,Code 3 Transport,03/17/2018 07:34:57 PM,FELL ST/SHRADER ST,San Francisco,94117,B05,21,4534,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,5,5,Lone Mountain/USF,"(37.77218917185831, -122.45243746053451)",180762854-E12,3.8833334
180763074,T18,18032545,Structure Fire,03/17/2018,03/17/2018,Fire,03/18/2018 09:15:56 AM,600 Block of UNION ST,San Francisco,94133,B01,28,1334,3,3,3,false,Fire,4,TRUCK,53,1,3,Chinatown,"(37.80022303736301, -122.41050959530114)",180763074-T18,491.26666
180763138,B02,18032551,Structure Fire,03/17/2018,03/17/2018,Fire,03/17/2018 07:49:12 PM,800 Block of BUSH ST,San Francisco,94108,B01,41,1446,3,3,3,false,Alarm,1,CHIEF,6,1,3,Nob Hill,"(37.78989988601362, -122.41126564425754)",180763138-B02,3.1
180763138,T16,18032551,Structure Fire,03/17/2018,03/17/2018,Fire,03/17/2018 07:49:19 PM,800 Block of BUSH ST,San Francisco,94108,B01,41,1446,3,3,3,false,Alarm,1,TRUCK,5,1,3,Nob Hill,"(37.78989988601362, -122.41126564425754)",180763138-T16,7.1833334
180763283,E37,18032571,Medical Incident,03/17/2018,03/17/2018,Code 2 Transport,03/17/2018 08:15:39 PM,2200 Block of MARIPOSA ST,San Francisco,94110,B02,29,2451,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,10,Potrero Hill,"(37.76322358636794, -122.40593029946562)",180763283-E37,3.0666666
180763422,E42,18032587,Alarms,03/17/2018,03/17/2018,Fire,03/17/2018 09:19:23 PM,1100 Block of CALIFORNIA ST,San Francisco,94108,B01,41,1445,3,3,3,true,Alarm,1,ENGINE,1,1,3,Nob Hill,"(37.791467552926754, -122.41327308008565)",180763422-E42,3.1333334
180763449,E12,18032593,Medical Incident,03/17/2018,03/17/2018,Code 2 Transport,03/17/2018 09:17:33 PM,800 Block of IRVING ST,San Francisco,94122,B08,22,7345,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,7,5,Inner Sunset,"(37.76406828417439, -122.46685074774368)",180763449-E12,3.2333333
180763711,E42,18032619,Medical Incident,03/17/2018,03/17/2018,Cancelled,03/17/2018 10:37:20 PM,700 Block of HARRISON ST,San Francisco,94107,B03,01,2175,C,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,"(37.782137249161906, -122.3978145063337)",180763711-E42,0.8833333
180763865,E16,18032632,Medical Incident,03/17/2018,03/17/2018,Code 2 Transport,03/17/2018 11:41:02 PM,"LINCOLN BL/GRAHAM ST, PR",Presidio,94129,B99,51,4612,2,2,2,true,Non Life-threatening,1,ENGINE,1,7,2,Presidio,"(37.80150337722201, -122.45617849051793)",180763865-E16,5.5
182730184,E07,18114294,Outside Fire,09/30/2018,09/29/2018,Fire,09/30/2018 01:19:38 AM,1500 Block of 15TH ST,San Francisco,94103,B02,07,5225,B,3,3,true,Fire,1,ENGINE,1,2,9,Mission,"(37.766727611204665, -122.41801884737424)",182730184-E07,1.5
171800140,E36,17075917,Medical Incident,06/29/2017,06/28/2017,Code 2 Transport,06/29/2017 01:28:09 AM,0 Block of GOUGH ST,San Francisco,94103,B02,36,5115,A,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Mission,"(37.7720959509605, -122.420657325664)",171800140-E36,2.4
171800144,67,17075918,Medical Incident,06/29/2017,06/28/2017,Code 2 Transport,06/29/2017 02:29:43 AM,200 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1546,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7818654473304, -122.414285346421)",171800144-67,2.2833333
171800169,B02,17075924,Structure Fire,06/29/2017,06/28/2017,Fire,06/29/2017 03:12:31 AM,300 Block of CAPP ST,San Francisco,94110,B06,07,5433,3,3,3,false,Fire,1,CHIEF,9,6,9,Mission,"(37.7610971516416, -122.41826370633)",171800169-B02,2.35
171800220,E05,17075927,Structure Fire,06/29/2017,06/28/2017,Fire,06/29/2017 02:29:00 AM,1000 Block of OAK ST,San Francisco,94117,B05,21,4141,3,3,3,false,Alarm,1,ENGINE,8,5,5,Hayes Valley,"(37.7732938420762, -122.436598149618)",171800220-E05,2.1333334
171800240,E36,17075932,Medical Incident,06/29/2017,06/28/2017,Code 2 Transport,06/29/2017 02:40:51 AM,300 Block of FULTON ST,San Francisco,94102,B02,36,3264,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,5,Hayes Valley,"(37.7787978872845, -122.422520702169)",171800240-E36,4.05
171800367,E03,17075949,Medical Incident,06/29/2017,06/28/2017,No Merit,06/29/2017 05:06:30 AM,300 Block of OFARRELL ST,San Francisco,94102,B03,03,1366,B,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Tenderloin,"(37.7860452016122, -122.410493503888)",171800367-E03,2.8333333
171800459,T02,17075959,Alarms,06/29/2017,06/28/2017,Fire,06/29/2017 06:38:26 AM,1000 Block of UNION ST,San Francisco,94133,B01,02,1513,3,3,3,true,Alarm,1,TRUCK,3,1,3,Russian Hill,"(37.7994151341168, -122.416927585759)",171800459-T02,4.2166667
171800672,78,17075982,Medical Incident,06/29/2017,06/29/2017,Patient Declined Transport,06/29/2017 08:45:26 AM,1700 Block of MARKET ST,San Francisco,94103,B02,36,5115,A,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Mission,"(37.7726948236861, -122.422188261426)",171800672-78,0.5833333
171800811,B08,17075997,Alarms,06/29/2017,06/29/2017,Fire,06/29/2017 08:55:39 AM,2200 Block of 14TH AVE,San Francisco,94116,B08,40,0736,3,3,3,false,Alarm,1,CHIEF,2,8,7,West of Twin Peaks,"(37.7460932039344, -122.470360848492)",171800811-B08,1.7666667
171800830,77,17076001,Medical Incident,06/29/2017,06/29/2017,No Merit,06/29/2017 09:13:15 AM,PERSIA AV/MISSION ST,San Francisco,94112,B09,43,6121,C,2,2,true,Non Life-threatening,1,MEDIC,2,9,11,Excelsior,"(37.7231299651881, -122.435976887493)",171800830-77,0.76666665
171800859,E09,17076003,Medical Incident,06/29/2017,06/29/2017,Code 2 Transport,06/29/2017 09:21:35 AM,3100 Block of CESAR CHAVEZ ST,San Francisco,94110,B06,09,5622,2,2,2,true,Non Life-threatening,1,ENGINE,1,6,9,Mission,"(37.7483773808375, -122.412579951922)",171800859-E09,3.3333333
